0.943 0.0011
0.949 0.0053
0.955 0.0149
0.961 0.0596
0.963 0.1000
0.965 0.1585
0.969 0.1957
0.974 0.1957
0.980 0.2149
0.982 0.2415
0.988 0.2564
1.000 0.2638
1.007 0.2702
1.011 0.2766
1.017 0.2819
1.023 0.2798
1.031 0.2840
1.038 0.2926
1.042 0.3011
1.050 0.3128
1.056 0.3149
1.060 0.3128
1.071 0.3138
1.097 0.3404
1.108 0.3468
1.114 0.3479
1.120 0.3511
1.132 0.3638
1.133 0.3670
1.141 0.3766
1.147 0.3798
1.153 0.3798
1.157 0.3819
1.161 0.3798
1.176 0.3872
1.190 0.3979
1.200 0.4043
1.228 0.4000
1.242 0.4064
1.258 0.4096
1.267 0.4096
1.287 0.4064
1.302 0.4021
1.316 0.4074
1.329 0.4106
1.347 0.4053
1.356 0.3989
1.376 0.3936
1.389 0.3936
1.397 0.3978
1.403 0.3989
1.416 0.3957
1.436 0.3894
1.469 0.3713
1.482 0.3613
1.488 0.3702
1.502 0.3734
1.519 0.3702
1.541 0.3649
1.558 0.3532
1.570 0.3489
1.595 0.3436
1.616 0.3426
1.632 0.3394
1.647 0.3340
1.692 0.3128
1.736 0.3085
1.754 0.3085
1.771 0.3053
1.783 0.3000
1.800 0.2936
1.837 0.2851
1.868 0.2840
1.897 0.2862
1.922 0.2819
2.000 0.2617
