1.4789 1.48218 1.5955865238534538e-10 5.3181430907775186e-12 5.3181430907775186e-12 1.5955865238534538e-10
1.48218 1.48546 1.8764478360462326e-10 5.740124810112871e-12 5.740124810112871e-12 1.8764478360462326e-10
1.48546 1.48874 1.7047795259540145e-10 4.769297007076755e-12 4.769297007076755e-12 1.7047795259540145e-10
1.48874 1.49202 1.8060323162283235e-10 5.049961769857788e-12 5.049961769857788e-12 1.8060323162283235e-10
1.49202 1.4953 1.8808720114127568e-10 5.300232364101405e-12 5.300232364101405e-12 1.8808720114127568e-10
1.4953 1.49858 2.007966752189251e-10 4.985875856072995e-12 4.985875856072995e-12 2.007966752189251e-10
1.49858 1.50186 2.1050972047950791e-10 5.2584577089286446e-12 5.2584577089286446e-12 2.1050972047950791e-10
1.50186 1.50514 2.2188507804832856e-10 5.326610548278987e-12 5.326610548278987e-12 2.2188507804832856e-10
1.50514 1.50842 1.9917777462756502e-10 5.0970679081343805e-12 5.0970679081343805e-12 1.9917777462756502e-10
1.50842 1.5117 2.220831166089455e-10 5.161654083080675e-12 5.161654083080675e-12 2.220831166089455e-10
1.5117 1.51498 2.2534648025664846e-10 4.7534455443437914e-12 4.7534455443437914e-12 2.2534648025664846e-10
1.51498 1.51826 2.2089900579027088e-10 4.6808406845525015e-12 4.6808406845525015e-12 2.2089900579027088e-10
1.51826 1.52154 2.35067629405833e-10 4.635809120422804e-12 4.635809120422804e-12 2.35067629405833e-10
1.52154 1.52482 2.39355965278498e-10 5.0989523168387565e-12 5.0989523168387565e-12 2.39355965278498e-10
1.52482 1.5281 2.4080228674137264e-10 5.6784550719250716e-12 5.6784550719250716e-12 2.4080228674137264e-10
1.5281 1.53138 2.60693508446691e-10 5.5727141612144934e-12 5.5727141612144934e-12 2.60693508446691e-10
1.53138 1.53466 2.6907719349676517e-10 5.328643790610327e-12 5.328643790610327e-12 2.6907719349676517e-10
1.53466 1.53794 3.0275047935930744e-10 5.380794819280798e-12 5.380794819280798e-12 3.0275047935930744e-10
1.53794 1.54122 3.109326988078989e-10 5.418049650056388e-12 5.418049650056388e-12 3.109326988078989e-10
1.54122 1.5445 2.997450121106166e-10 5.87561563047341e-12 5.87561563047341e-12 2.997450121106166e-10
1.5445 1.54778 3.4909221999024345e-10 5.440620616849563e-12 5.440620616849563e-12 3.4909221999024345e-10
1.54778 1.55106 3.226283437947477e-10 4.8372015950403476e-12 4.8372015950403476e-12 3.226283437947477e-10
1.55106 1.55434 3.3560495069752624e-10 5.559725521100047e-12 5.559725521100047e-12 3.3560495069752624e-10
1.55434 1.55762 3.6465226920266996e-10 5.761717918190889e-12 5.761717918190889e-12 3.6465226920266996e-10
1.55762 1.5609 3.4147540541878856e-10 5.7092871862794076e-12 5.7092871862794076e-12 3.4147540541878856e-10
1.5609 1.56418 3.3713989346854865e-10 5.853475898944047e-12 5.853475898944047e-12 3.3713989346854865e-10
1.56418 1.56746 3.3890889983879737e-10 5.227200415060957e-12 5.227200415060957e-12 3.3890889983879737e-10
1.56746 1.57074 3.674004699750051e-10 5.442359421664151e-12 5.442359421664151e-12 3.674004699750051e-10
1.57074 1.57402 3.5062789079917896e-10 5.390156929758378e-12 5.390156929758378e-12 3.5062789079917896e-10
1.57402 1.5773 3.9012703988710455e-10 5.791858589349285e-12 5.791858589349285e-12 3.9012703988710455e-10
1.5773 1.58058 3.5969703993558e-10 5.339436856784854e-12 5.339436856784854e-12 3.5969703993558e-10
1.58058 1.58386 3.46303937734115e-10 5.55940798289578e-12 5.55940798289578e-12 3.46303937734115e-10
1.58386 1.58714 3.714196329858951e-10 6.488784495161909e-12 6.488784495161909e-12 3.714196329858951e-10
1.58714 1.59042 4.0578502982183077e-10 6.3250143167347136e-12 6.3250143167347136e-12 4.0578502982183077e-10
1.59042 1.5937 4.208499334728051e-10 5.886158953699723e-12 5.886158953699723e-12 4.208499334728051e-10
1.5937 1.59698 4.1106712494570906e-10 5.621022603674428e-12 5.621022603674428e-12 4.1106712494570906e-10
1.59698 1.60026 3.9898025177822426e-10 6.263146863227802e-12 6.263146863227802e-12 3.9898025177822426e-10
1.60026 1.60354 4.0929268984962397e-10 5.911099920699e-12 5.911099920699e-12 4.0929268984962397e-10
1.60354 1.60682 4.0501522580310184e-10 5.312697793567453e-12 5.312697793567453e-12 4.0501522580310184e-10
1.60682 1.6101 4.2339220565091615e-10 4.929782893644524e-12 4.929782893644524e-12 4.2339220565091615e-10
1.6101 1.61338 3.9994390207604096e-10 6.090786545859101e-12 6.090786545859101e-12 3.9994390207604096e-10
1.61338 1.61666 4.3564273192293733e-10 5.583211251622403e-12 5.583211251622403e-12 4.3564273192293733e-10
1.61666 1.61994 4.3499851566792467e-10 6.188145932096598e-12 6.188145932096598e-12 4.3499851566792467e-10
1.61994 1.62322 4.3168349439784323e-10 5.036906660522323e-12 5.036906660522323e-12 4.3168349439784323e-10
1.62322 1.6265 4.159288770517022e-10 6.310464708670612e-12 6.310464708670612e-12 4.159288770517022e-10
1.6265 1.62978 4.299022473474902e-10 5.355738029717196e-12 5.355738029717196e-12 4.299022473474902e-10
1.62978 1.63306 4.1956311992120147e-10 5.643267255330662e-12 5.643267255330662e-12 4.1956311992120147e-10
1.63306 1.63634 4.5753487317252013e-10 5.477389204046211e-12 5.477389204046211e-12 4.5753487317252013e-10
1.63634 1.63962 4.2659609092397745e-10 5.150461121962223e-12 5.150461121962223e-12 4.2659609092397745e-10
1.63962 1.6429 4.3708216893219364e-10 5.069677670984579e-12 5.069677670984579e-12 4.3708216893219364e-10
