1.589 0.0032
1.619 0.1178
1.622 0.1254
1.636 0.1438
1.655 0.1978
1.669 0.2151
1.677 0.2184
1.699 0.2184
1.723 0.2324
1.740 0.2508
1.776 0.2778
1.800 0.2832
1.828 0.2941
1.847 0.3103
1.858 0.3243
1.877 0.3373
1.899 0.3481
1.918 0.3514
1.932 0.3557
1.960 0.3665
1.976 0.3751
1.995 0.3795
2.003 0.3805
2.050 0.3892
2.072 0.3968
2.097 0.4032
2.124 0.4000
2.174 0.3924
2.209 0.3989
2.248 0.4119
2.281 0.4195
2.363 0.4065
2.393 0.4065
2.429 0.4086
2.503 0.4065
2.552 0.4032
2.583 0.4032
2.600 0.4011
2.621 0.3978
2.665 0.3859
2.673 0.3773
2.692 0.3686
2.703 0.3578
2.728 0.3470
2.750 0.3416
2.788 0.3384
2.846 0.3373
2.884 0.3384
2.901 0.3373
3.000 0.3232
3.060 0.3168
3.101 0.3049
3.151 0.2995
3.200 0.2822
