0.657 0.0019
0.700 0.0113
0.726 0.0236
0.744 0.0303
0.768 0.0463
0.800 0.0671
0.813 0.0775
0.832 0.0898
0.844 0.1000
0.863 0.1144
0.874 0.1201
0.883 0.1239
0.889 0.1267
0.899 0.1333
0.922 0.1560
0.930 0.1617
0.944 0.1730
0.957 0.1844
0.989 0.2241
0.999 0.2345
1.005 0.2374
1.024 0.2440
1.040 0.2534
1.078 0.2884
1.094 0.2988
1.107 0.3045
1.126 0.3121
1.137 0.3177
1.155 0.3291
1.189 0.3461
1.200 0.3508
1.237 0.3508
1.300 0.3546
1.362 0.3461
1.400 0.3442
