5.173 0.1036
5.384 0.1092
5.613 0.1135
5.772 0.1219
6.018 0.1290
6.194 0.1381
6.300 0.1437
6.441 0.1412
6.458 0.1367
6.599 0.1295
6.722 0.1371
6.740 0.1439
6.846 0.1565
7.057 0.1502
7.145 0.1448
7.251 0.1432
7.515 0.1484
7.638 0.1491
7.955 0.1453
7.955 0.1227
8.219 0.1385
8.326 0.1392
8.553 0.1388
8.905 0.1412
8.905 0.1467
9.099 0.1489
9.170 0.1491
9.310 0.1478
9.715 0.1385
9.944 0.1309
10.103 0.1284
10.103 0.1311
10.191 0.1306
10.261 0.1313
10.596 0.1453
10.684 0.1460
10.772 0.1448
11.089 0.1293
11.265 0.1255
11.300 0.1261
11.441 0.1264
11.775 0.1284
11.898 0.1277
12.075 0.1257
12.075 0.1034
12.110 0.1023
12.145 0.1018
12.198 0.1023
12.303 0.1067
12.374 0.1104
12.444 0.1113
12.497 0.1110
12.497 0.1094
12.532 0.1092
12.655 0.1106
12.814 0.1171
12.937 0.1182
12.990 0.1174
13.096 0.1086
13.184 0.1112
13.219 0.1106
13.342 0.1070
13.448 0.0973
13.448 0.1187
13.5 0.105
13.5 0.120
14.5 0.145
15.7 0.130
15.7 0.160
16.3 0.155
16.8 0.155
17.8 0.145
17.8 0.030
19.4 0.025
20.9 0.020
20.9 0.025
22.6 0.020
24.0 0.015
24.0 0.025
27.9 0.005
