1.589 0.0031
1.616 0.1097
1.636 0.1354
1.655 0.1867
1.671 0.2051
1.677 0.2072
1.702 0.2082
1.726 0.2246
1.737 0.2390
1.770 0.2636
1.778 0.2677
1.800 0.2697
1.828 0.2615
1.844 0.2605
1.850 0.2626
1.872 0.2892
1.899 0.3128
1.918 0.3221
1.949 0.3395
1.976 0.3538
1.995 0.3610
2.050 0.3692
2.072 0.3764
2.097 0.3815
2.127 0.3774
2.174 0.3692
2.200 0.3733
2.250 0.3887
2.281 0.3928
2.363 0.3785
2.396 0.3785
2.419 0.3805
2.451 0.3785
2.497 0.3836
2.600 0.3703
2.635 0.3641
2.662 0.3569
2.692 0.3395
2.703 0.3323
2.728 0.3272
2.755 0.3262
2.786 0.3210
2.849 0.3169
2.895 0.3149
3.000 0.2974
3.068 0.2872
3.126 0.2738
3.200 0.2564
