0.2375  1.6150  0.0387
0.2500  1.6150  0.0366
0.2750  1.6150  0.0343
0.3000  1.6150  0.0302
0.3250  1.6150  0.0286
0.3500  1.6150  0.0273
0.3750  1.6150  0.0261
0.4000  1.6150  0.0249
0.4250  1.6150  0.0241
0.4500  1.6150  0.0223
0.4750  1.6150  0.0209
0.5000  1.6150  0.0188
0.5250  1.6150  0.0173
0.5500  1.6150  0.0166
0.5750  1.6150  0.0158
0.6000  1.6150  0.0154
0.6250  1.6150  0.0155
0.6500  1.6150  0.0149
0.6750  1.6150  0.0148
0.7000  1.6150  0.0141
0.7250  1.6150  0.0126
0.7500  1.6150  0.0117
0.7750  1.6150  0.0114
0.8000  1.6150  0.0110
0.8250  1.6150  0.0113
0.8500  1.6150  0.0117
0.8750  1.6150  0.0112
0.9000  1.6150  0.0115
1.0000  1.6150  0.0119
3.0000  1.6150  1.e-20
3.1000  1.6150  1.e-20
4.0000  1.6150  1.e-20
