 2.87344  2.87923 2.46282e-10 0.0 0.0 2.46282e-10
 2.87923  2.88504 2.56447e-10 0.0 0.0 2.56447e-10
 2.88504  2.89085 2.28205e-10 0.0 0.0 2.28205e-10
 2.89085  2.89668 2.40914e-10 0.0 0.0 2.40914e-10
 2.89668  2.90251 2.55214e-10 0.0 0.0 2.55214e-10
 2.90251  2.90836 2.39136e-10 0.0 0.0 2.39136e-10
 2.90836  2.91423 2.39118e-10 0.0 0.0 2.39118e-10
 2.91423  2.92010 2.64432e-10 0.0 0.0 2.64432e-10
 2.92010  2.92598 2.42254e-10 0.0 0.0 2.42254e-10
 2.92598  2.93188 2.36517e-10 0.0 0.0 2.36517e-10
 2.93188  2.93779 2.71862e-10 0.0 0.0 2.71862e-10
 2.93779  2.94371 2.56242e-10 0.0 0.0 2.56242e-10
 2.94371  2.94964 2.39635e-10 0.0 0.0 2.39635e-10
 2.94964  2.95559 2.50504e-10 0.0 0.0 2.50504e-10
 2.95559  2.96154 2.57762e-10 0.0 0.0 2.57762e-10
 2.96154  2.96751 2.49515e-10 0.0 0.0 2.49515e-10
 2.96751  2.97349 2.52064e-10 0.0 0.0 2.52064e-10
 2.97349  2.97949 2.61150e-10 0.0 0.0 2.61150e-10
 2.97949  2.98549 2.59047e-10 0.0 0.0 2.59047e-10
 2.98549  2.99151 2.50462e-10 0.0 0.0 2.50462e-10
 2.99151  2.99754 2.70031e-10 0.0 0.0 2.70031e-10
 2.99754  3.00358 2.50009e-10 0.0 0.0 2.50009e-10
 3.00358  3.00963 2.36531e-10 0.0 0.0 2.36531e-10
 3.00963  3.01570 2.54240e-10 0.0 0.0 2.54240e-10
 3.01570  3.02177 2.67517e-10 0.0 0.0 2.67517e-10
 3.02177  3.02786 2.61144e-10 0.0 0.0 2.61144e-10
 3.02786  3.03396 2.65023e-10 0.0 0.0 2.65023e-10
 3.03396  3.04008 2.78727e-10 0.0 0.0 2.78727e-10
 3.04008  3.04621 2.73466e-10 0.0 0.0 2.73466e-10
 3.04621  3.05235 2.60772e-10 0.0 0.0 2.60772e-10
 3.05235  3.05850 2.64861e-10 0.0 0.0 2.64861e-10
 3.05850  3.06466 2.72851e-10 0.0 0.0 2.72851e-10
