 3030.30  2564.10 5.32916e-05 2.91438e-06 2.91438e-06 5.32916e-05
 2500.00  2000.00 1.82473e-05 1.70536e-06 1.70536e-06 1.82473e-05
 6891.80  6662.23 -6.62941e-05 5.89281e-05 5.89281e-05 -6.62941e-05
 6688.96  6430.87 -1.22816e-04 4.52480e-05 4.52480e-05 -1.22816e-04
 6426.74  6203.47 1.11069e-05 3.33207e-05 3.33207e-05 1.11069e-05
 6207.32  5991.61 8.69928e-05 3.38305e-05 3.38305e-05 8.69928e-05
 5991.61  5790.39 1.89256e-04 2.94399e-05 2.94399e-05 1.89256e-04
 5797.10  5602.24 1.95325e-04 2.21123e-05 2.21123e-05 1.95325e-04
 5595.97  5431.83 1.00094e-04 1.93730e-05 1.93730e-05 1.00094e-04
 5437.74  5265.93 1.11744e-04 1.71913e-05 1.71913e-05 1.11744e-04
 5260.39  5109.86 3.28256e-05 1.76753e-05 1.76753e-05 3.28256e-05
 5109.86  4962.78 6.74224e-06 1.57319e-05 1.57319e-05 6.74224e-06
 4957.86  4828.59 2.40358e-05 1.20179e-05 1.20179e-05 2.40358e-05
 4826.25  4694.84 4.48579e-05 1.25602e-05 1.25602e-05 4.48579e-05
 4692.63  4572.47 7.24114e-05 1.12640e-05 1.12640e-05 7.24114e-05
 4572.47  4454.34 1.02940e-04 1.15989e-05 1.15989e-05 1.02940e-04
 4454.34  4342.16 1.12446e-04 1.04601e-05 1.04601e-05 1.12446e-04
 4340.28  4237.29 6.97505e-05 9.45770e-06 9.45770e-06 6.97505e-05
 4235.49  4137.36 6.76218e-05 9.66026e-06 9.66026e-06 6.76218e-05
 4135.65  4042.04 4.78611e-05 8.79081e-06 8.79081e-06 4.78611e-05
 6968.64  6697.92 1.14157e-04 1.36989e-04 1.36989e-04 1.14157e-04
 6702.41  6451.61 -3.33145e-04 1.50242e-04 1.50242e-04 -3.33145e-04
 6451.61  6218.91 -4.49930e-05 1.29355e-04 1.29355e-04 -4.49930e-05
 6218.91  6002.40 -4.86846e-05 1.67962e-04 1.67962e-04 -4.86846e-05
 6006.01  5803.83 1.27367e-04 8.49112e-05 8.49112e-05 1.27367e-04
 5803.83  5614.82 1.37296e-04 8.90566e-05 8.90566e-05 1.37296e-04
 5617.98  5440.70 1.37116e-04 4.24407e-05 4.24407e-05 1.37116e-04
 5440.70  5274.26 1.12223e-04 5.17954e-05 5.17954e-05 1.12223e-04
 5274.26  5117.71 6.87446e-05 3.81915e-05 3.81915e-05 6.87446e-05
 5120.33  4972.65 1.81249e-05 4.30466e-05 4.30466e-05 1.81249e-05
